law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
Linda Koester-Vogelsang,,,https://lawyers.justia.com/lawyer/linda-koester-vogelsang-920836,Lawrence,KS,Douglas,(785) 832-5264,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Bradley Rob Finkeldei,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-0811,,General,900 Massachusetts St.Po Box 500,66044-0189,Lawrence,2,,KS Courts Registry,2026-08-17
John Miller,,,https://lawyers.justia.com/lawyer/john-miller-921446,Lawrence,KS,Douglas,(785) 832-3476,,General,6 E 6th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Robert Ramsdell,,,https://lawyers.justia.com/lawyer/robert-ramsdell-919531,Lawrence,KS,Douglas,(785) 841-4554,,Personal Injury,333 W 9th St,66044,Lawrence,5,,KS Courts Registry,2026-08-17
Michael S. Lee,,,https://lawyers.justia.com/lawyer/michael-s-lee-1508547,Lawrence,KS,Douglas,(785) 856-2449,,General,"719 Massachusetts St., Ste. 114",66044,Lawrence,2,,KS Courts Registry,2026-08-17
Robert Fairchild,,,https://lawyers.justia.com/lawyer/robert-fairchild-919404,Lawrence,KS,Douglas,(785) 832-5265,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
John Immel,,,https://lawyers.justia.com/lawyer/john-immel-917316,Lawrence,KS,Douglas,(785) 843-0450,,General,842 Louisiana St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Laura Diaz,,,https://lawyers.justia.com/lawyer/laura-diaz-919841,Lawrence,KS,Douglas,(785) 864-5665,,General,1738 Barker Ave,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Katy S. Nitcher,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5315,,General,111 E 11 Th St Unit 101,66044-2976,Lawrence,2,,KS Courts Registry,2026-08-17
Brandy Leeann Sutton,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-3536,,General,"1031 Vermont Street, Suite B",66044,Lawrence,2,,KS Courts Registry,2026-08-17
Brandi Studer,,,https://lawyers.justia.com/lawyer/brandi-studer-916563,Lawrence,KS,Douglas,(785) 832-8521,,General,5020 Bob Billings Pkwy,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Jonathan D. Parnell,https://www.parnelllawoffice.com,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 842-1400,,Criminal Defense,2712 W 27th Ter,66047-3008,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Jack Murphy,,,https://lawyers.justia.com/lawyer/jack-murphy-923722,Lawrence,KS,Douglas,(785) 832-5248,,Estate Planning,111 E 11th St,66044,Lawrence,4,,KS Courts Registry,2026-08-17
"Thompson, Todd",http://thompsontoddks.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 841-4554,,General,333 W 9th St,,Kansas City,2,,KS Courts Registry,2026-08-17
Paula Martin,,,https://lawyers.justia.com/lawyer/paula-martin-922804,Lawrence,KS,Douglas,(785) 832-5323,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Jon King,,,https://lawyers.justia.com/lawyer/jon-king-919441,Lawrence,KS,Douglas,(785) 749-0904,,General,3120 Mesa Way,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Evan Ice,,,https://lawyers.justia.com/lawyer/evan-ice-921485,Lawrence,KS,Douglas,(785) 843-0811,,Estate Planning,900 Massachusetts St,66044,Lawrence,4,,KS Courts Registry,2026-08-17
Jamie Marie Harwood,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 220-8662,,General,4501 Broadmoor Dr,66047-1969,Lawrence,2,,KS Courts Registry,2026-08-17
Margaret Thorp,,,https://lawyers.justia.com/lawyer/margaret-thorp-923133,Lawrence,KS,Douglas,(785) 749-2333,,General,700 Massachusetts St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Theresa Barr,,,https://lawyers.justia.com/lawyer/theresa-barr-920008,Lawrence,KS,Douglas,(785) 841-1234,,General,539 Lindley Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Kristen Van Saun,,,https://lawyers.justia.com/lawyer/kristen-van-saun-919311,Lawrence,KS,Douglas,(785) 550-2243,,General,2705 Princeton Blvd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Gregory Danzer Shanklin,,,https://lawyers.justia.com/lawyer/gregory-danzer-shanklin-1174299,Lawrence,KS,Douglas,(973) 615-2381,,General,1187 E 596th Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
"Watkins, Daniel L",http://watkinsdaniellks.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-0181,,Social Security Disability,901 New Hampshire St,,Kansas City,2,,KS Courts Registry,2026-08-17
Stephen Six,,,https://lawyers.justia.com/lawyer/stephen-six-919796,Lawrence,KS,Douglas,(785) 832-5144,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Donald Johnston,,,https://lawyers.justia.com/lawyer/donald-johnston-916153,Lawrence,KS,Douglas,(785) 830-2620,,General,3701 Quail Creek Ct,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Leah Joyce Terranova,,,https://lawyers.justia.com/lawyer/leah-joyce-terranova-1255896,LAWRENCE,KS,Douglas,(785) 615-1327,,General,4700 MUIRFIELD DR,66047,Lawrence,2,,KS Courts Registry,2026-08-17
David Adams,,,https://lawyers.justia.com/lawyer/david-adams-921862,Lawrence,KS,Douglas,(785) 749-0800,,Bankruptcy,1915 Quail Run,66047,Lawrence,4,,KS Courts Registry,2026-08-17
"Donaldson, Emily A, ATTY",http://stevensbrand.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-0811,,Criminal Defense,900 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
John Kriss,,,https://lawyers.justia.com/lawyer/john-kriss-922988,Lawrence,KS,Douglas,(785) 766-9500,,General,4504 Harvard Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Halley Kampschroeder,,,https://lawyers.justia.com/lawyer/halley-kampschroeder-920076,Lawrence,KS,Douglas,(785) 842-3126,,Estate Planning,3311 Clinton Pkwy Ct,66047,Lawrence,4,,KS Courts Registry,2026-08-17
David Hardy,,,https://lawyers.justia.com/lawyer/david-hardy-915966,Lawrence,KS,Douglas,(785) 865-1425,,General,101 Weston Square,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Elizabeth Weeks,,,https://lawyers.justia.com/lawyer/elizabeth-weeks-921851,Lawrence,KS,Douglas,(785) 864-9290,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Stephen J. Craig,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-3100,,General,730 New Hampshire St Ste 206,66044-2776,Lawrence,2,,KS Courts Registry,2026-08-17
Eric Williams,,,https://lawyers.justia.com/lawyer/eric-williams-919120,Lawrence,KS,Douglas,(785) 840-9684,,General,1011 Highland Dr,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Heather Cessna,,,https://lawyers.justia.com/lawyer/heather-cessna-923908,Lawrence,KS,Douglas,(785) 749-2440,,General,3301 Clinton Pkwy Ct,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Jeffrey Stowell,,,https://lawyers.justia.com/lawyer/jeffrey-stowell-920526,Lawrence,KS,Douglas,(785) 838-0034,,General,123 W 8th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Patrick Nichols,,,https://lawyers.justia.com/lawyer/patrick-nichols-921978,Lawrence,KS,Douglas,(785) 865-3700,,Personal Injury,5200 Bob Billings Pkwy,66049,Lawrence,5,,KS Courts Registry,2026-08-17
Michael Machell,,,https://lawyers.justia.com/lawyer/michael-machell-922377,Lawrence,KS,Douglas,(785) 841-6376,,General,1105 Crestline Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
James Wisler,,,https://lawyers.justia.com/lawyer/james-wisler-921352,Lawrence,KS,Douglas,(785) 843-4110,,Personal Injury,1311 Wakarusa Dr,66049,Lawrence,5,,KS Courts Registry,2026-08-17
Michael Malone,,,https://lawyers.justia.com/lawyer/michael-malone-917809,Lawrence,KS,Douglas,(785) 832-5124,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Peggy Carr Kittel,,,https://lawyers.justia.com/lawyer/peggy-carr-kittel-918296,Lawrence,KS,Douglas,(785) 330-2817,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Karen Eager,,,https://lawyers.justia.com/lawyer/karen-eager-917524,Lawrence,KS,Douglas,(785) 273-9661,,General,1014 New Jersey St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Sarah Swain,,,https://lawyers.justia.com/lawyer/sarah-swain-919024,Lawrence,KS,Douglas,(785) 842-2787,,General,4106 W 6th St,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Tabitha Karen Highland,,,https://lawyers.justia.com/lawyer/tabitha-karen-highland-1797766,LAWRENCE,KS,Douglas,(850) 316-4490,,General,3021 W 30TH ST,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Kristen Jan Cannon,,,https://lawyers.justia.com/lawyer/kristen-jan-cannon-1730986,LAWRENCE,KS,Douglas,(785) 845-6700,,General,2730 HARRISON PL,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Jonathan C. Becker,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 842-0900,,General,412 Vine Dr,66049-1999,Lawrence,2,,KS Courts Registry,2026-08-17
Rebecca Proctor Wempe,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-0811,,General,900 Massachusetts St.Po Box 500,66044-0189,Lawrence,2,,KS Courts Registry,2026-08-17
Stephen Robinson,,,https://lawyers.justia.com/lawyer/stephen-robinson-923696,Lawrence,KS,Douglas,(785) 843-7163,,General,1121 Pennsylvania St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Warran Wiebe,,,https://lawyers.justia.com/lawyer/warran-wiebe-921835,Lawrence,KS,Douglas,(785) 842-9013,,General,3200 Haskell Ave,66046,Lawrence,2,,KS Courts Registry,2026-08-17
Susan Shanklin,,,https://lawyers.justia.com/lawyer/susan-shanklin-1202727,Lawrence,KS,Douglas,(917) 733-9660,,General,1187 E 596th Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Sara Louise Trower,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-3276,,General,1450 Jayhawk Blvd Rm 245 Strong Hall Office Of The,66045-7535,Lawrence,2,,KS Courts Registry,2026-08-17
Roger L. McCollister,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 312-4286,,General,1310 Wakarusa Dr Ste A,66049-3854,Lawrence,2,,KS Courts Registry,2026-08-17
Robert Allison-Gallimore,,,https://lawyers.justia.com/lawyer/robert-allison-gallimore-921070,Lawrence,KS,Douglas,(785) 296-2215,,General,4500 Overland Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
George Coggins,,,https://lawyers.justia.com/lawyer/george-coggins-918850,Lawrence,KS,Douglas,(785) 864-9226,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Matthew Gaus,,,https://lawyers.justia.com/lawyer/matthew-gaus-919649,Lawrence,KS,Douglas,(785) 841-4554,,General,333 W 9th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Ryan Patrick Haga,,,https://lawyers.justia.com/lawyer/ryan-patrick-haga-916731,Lawrence,KS,Douglas,(785) 267-2410,,General,1005 Pennsylvania St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Daniel Peebles,,,https://lawyers.justia.com/lawyer/daniel-peebles-921914,Lawrence,KS,Douglas,(785) 331-8660,,General,1745 Vermont St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Stanley Rasmussen,,,https://lawyers.justia.com/lawyer/stanley-rasmussen-920931,Lawrence,KS,Douglas,(816) 983-3448,,General,4701 Turnberry Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Jason Mcilrath,,,https://lawyers.justia.com/lawyer/jason-mcilrath-1731286,LAWRENCE,KS,Douglas,(785) 841-0211,,General,111 E 11TH ST,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Patrick Donahue,,,https://lawyers.justia.com/lawyer/patrick-donahue-922449,Lawrence,KS,Douglas,(785) 832-8521,,General,5020 Bob Billings Pkwy,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Abby Schieber,,,https://lawyers.justia.com/lawyer/abby-schieber-919001,Lawrence,KS,Douglas,(785) 830-0137,,General,705 N Huntington Ct,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Phillip Dela Torre,,,https://lawyers.justia.com/lawyer/phillip-dela-torre-918986,Lawrence,KS,Douglas,(785) 864-9240,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Jeffrey Heeb,,,https://lawyers.justia.com/lawyer/jeffrey-heeb-920846,Lawrence,KS,Douglas,(785) 843-0450,,Divorce,842 Louisiana St,66044,Lawrence,5,,KS Courts Registry,2026-08-17
Maxwell Elliott Kautsch,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 840-0077,,General,16 E 13th St,66044-3502,Lawrence,2,,KS Courts Registry,2026-08-17
Frank Reeb,,,https://lawyers.justia.com/lawyer/frank-reeb-919923,Lawrence,KS,Douglas,(785) 832-3201,,General,6 E 6th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Joyce McCray,,,https://lawyers.justia.com/lawyer/joyce-mccray-924191,Lawrence,KS,Douglas,(785) 864-3025,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Joni Johnson,,,https://lawyers.justia.com/lawyer/joni-johnson-921263,Lawrence,KS,Douglas,(785) 856-3956,,General,3120 Mesa Way,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Ramona Palmer-Eason,,,https://lawyers.justia.com/lawyer/ramona-palmer-eason-922160,Lawrence,KS,Douglas,(785) 295-6871,,General,122 Concord St,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Meghan Walsh Flanders,,,https://lawyers.justia.com/lawyer/meghan-walsh-flanders-1731079,LAWRENCE,KS,Douglas,(785) 832-7466,,General,1891 CONSTANT AVE,66049,Lawrence,2,,KS Courts Registry,2026-08-17
James Rosenthal,,,https://lawyers.justia.com/lawyer/james-rosenthal-919616,Lawrence,KS,Douglas,(785) 843-8117,,General,1041 New Hampshire St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
"Qualseth, Shon",http://trqlaw.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 841-4554,info@333legal.com,Criminal Defense,333 W 9th St,,Kansas City,5,,KS Courts Registry; email via firm website scrape,2026-08-17
Dennis Goodden,,,https://lawyers.justia.com/lawyer/dennis-goodden-917706,Lawrence,KS,Douglas,(785) 331-0533,,General,4517 Cedar Ridge Ct,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Don Hazlett,,,https://lawyers.justia.com/lawyer/don-hazlett-923612,Lawrence,KS,Douglas,(785) 749-4288,,General,843 N 1500 Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Margie Wakefield,https://www.margiewakefield.com,,https://lawyers.justia.com/lawyer/margie-wakefield-916651,Lawrence,KS,Douglas,(785) 842-7900,,Divorce,901 Kentucky St,66044,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Jonathan Kahn,,,https://lawyers.justia.com/lawyer/jonathan-kahn-920039,Lawrence,KS,Douglas,(785) 841-7971,,General,1800 Indiana St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Jeffrey Southard,,,https://lawyers.justia.com/lawyer/jeffrey-southard-919496,Lawrence,KS,Douglas,(785) 842-2478,,General,724 Indiana St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Sidney Shapiro,,,https://lawyers.justia.com/lawyer/sidney-shapiro-921376,Lawrence,KS,Douglas,(785) 864-9222,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
"Lang, Greer S",http://langgreers.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-4800,,General,4521 Cedar Ridge Ct,,Kansas City,2,,KS Courts Registry,2026-08-17
Angelyn Miller,,,https://lawyers.justia.com/lawyer/angelyn-miller-919594,Lawrence,KS,Douglas,(785) 233-8200,,General,4133 Goldfield St,66049,Lawrence,2,,KS Courts Registry,2026-08-17
John Wachter,,,https://lawyers.justia.com/lawyer/john-wachter-923854,Lawrence,KS,Douglas,(785) 838-1886,,General,2112 Inverness Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Bryanna Renae Hanschu,,,https://lawyers.justia.com/lawyer/bryanna-renae-hanschu-1731136,LAWRENCE,KS,Douglas,(785) 864-7331,,General,1535 W 15TH ST,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Webster L Golden,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 843-0811,,General,900 Massachusetts St.Po Box 500,66044-0189,Lawrence,2,,KS Courts Registry,2026-08-17
Julia E. Van Walleghem,,,https://lawyers.justia.com/lawyer/julia-e-van-walleghem-1731518,LAWRENCE,KS,Douglas,(785) 279-9893,,General,2518 RIDGE CT,66046,Lawrence,2,,KS Courts Registry,2026-08-17
Stephen Hurst,,,https://lawyers.justia.com/lawyer/stephen-hurst-916210,Lawrence,KS,Douglas,(785) 766-0029,,General,1795 E 400th Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
"Burger, Christopher, ATTY",http://stevensbrand.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-0811,,Criminal Defense,900 Massachusetts St,,Kansas City,5,,KS Courts Registry,2026-08-17
Robert Schulman,,,https://lawyers.justia.com/lawyer/robert-schulman-923374,Lawrence,KS,Douglas,(785) 233-7138,,General,2900 Gill Ave,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Mary Elizabeth Diaz,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-5316,,General,111 E 11 Th St Unit 101,66044-2976,Lawrence,2,,KS Courts Registry,2026-08-17
Juanita Carlson,,,https://lawyers.justia.com/lawyer/juanita-carlson-918628,Lawrence,KS,Douglas,(785) 749-5986,,DUI/DWI,1046 New Hampshire St,66044,Lawrence,5,,KS Courts Registry,2026-08-17
David Vermooten,,,https://lawyers.justia.com/lawyer/david-vermooten-923869,Lawrence,KS,Douglas,(785) 670-1660,,General,1816 Alvamar Pl,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Gene Stuart Englebert Jr.,,,https://lawyers.justia.com/lawyer/gene-stuart-englebert-jr-1731060,LAWRENCE,KS,Douglas,(785) 764-8503,,General,P.O. BOX 3206,66046,Lawrence,2,,KS Courts Registry,2026-08-17
John Johnson,,,https://lawyers.justia.com/lawyer/john-johnson-921260,Lawrence,KS,Douglas,(785) 856-3956,,General,3120 Mesa Way,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Daniel Young,,,https://lawyers.justia.com/lawyer/daniel-young-923796,Lawrence,KS,Douglas,(785) 843-1514,,General,2312 Westdale Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Rick Hird,,,https://lawyers.justia.com/lawyer/rick-hird-924053,Lawrence,KS,Douglas,(785) 843-0450,,General,842 Louisiana St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Anthony Wayne Perez,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 766-6633,,General,4812 W 26th St,66047-9645,Lawrence,2,,KS Courts Registry,2026-08-17
Jerry Little,,,https://lawyers.justia.com/lawyer/jerry-little-916781,Lawrence,KS,Douglas,(785) 832-6195,,General,1006 New Hampshire St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Rob Matthews,,,https://lawyers.justia.com/lawyer/rob-matthews-921079,Lawrence,KS,Douglas,(785) 843-6491,,General,2401 Massachusetts St,66046,Lawrence,2,,KS Courts Registry,2026-08-17
Toni Wheeler,,,https://lawyers.justia.com/lawyer/toni-wheeler-916138,Lawrence,KS,Douglas,(785) 832-3404,,General,6 E 6th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
George Corcoran,,,https://lawyers.justia.com/lawyer/george-corcoran-918544,Lawrence,KS,Douglas,(785) 842-7277,,General,1503 Crossgate Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Juliann Clayton Morland Davee,,,https://lawyers.justia.com/lawyer/juliann-clayton-morland-davee-1731029,LAWRENCE,KS,Douglas,(785) 505-5985,,General,1535 W 15TH ST,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Randy McGrath,,,https://lawyers.justia.com/lawyer/randy-mcgrath-920000,Lawrence,KS,Douglas,(785) 832-6190,,General,1006 New Hampshire St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Virginia Girard-Brady,,,https://lawyers.justia.com/lawyer/virginia-girard-brady-918350,Lawrence,KS,Douglas,(785) 749-2440,,General,3301 Clinton Pkwy Ct,66047,Lawrence,2,,KS Courts Registry,2026-08-17
William Neal Fleming,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 331-0300,,General,800 New Hampshire St Ste 110,66044-2796,Lawrence,2,,KS Courts Registry,2026-08-17
Thomas William Fredrick,,,https://lawyers.justia.com/lawyer/thomas-william-fredrick-1255165,LAWRENCE,KS,Douglas,(913) 707-2046,,General,PO BOX 442404,66044,Lawrence,2,,KS Courts Registry,2026-08-17
